Gene: group_10061, Count of 1s: 9, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4034964', 'ERR4035377', 'ERR4035765', 'ERR4035970', 'ERR4036038', 'ERR4036930', 'ERR4036936']
Gene: group_14801, Count of 1s: 9, Samples with 1s: ['ERR4035268', 'ERR4035328', 'ERR4035826', 'ERR4035970', 'ERR4036171', 'ERR4036380', 'ERR4036499', 'ERR4036930', 'ERR4037009']
Gene: group_14940, Count of 1s: 9, Samples with 1s: ['ERR4034234', 'ERR4034964', 'ERR4035377', 'ERR4036245', 'ERR4036811', 'ERR4037218', 'ERR4037259', 'ERR4037406', 'ERR4037423']
Gene: group_14989, Count of 1s: 9, Samples with 1s: ['ERR4034301', 'ERR4034303', 'ERR4034519', 'ERR4034667', 'ERR4034687', 'ERR4035229', 'ERR4035318', 'ERR4036182', 'ERR4037404']
Gene: group_15031, Count of 1s: 9, Samples with 1s: ['ERR4034154', 'ERR4034467', 'ERR4034699', 'ERR4035283', 'ERR4035808', 'ERR4036163', 'ERR4036501', 'ERR4036535', 'ERR4037222']
Gene: group_15106, Count of 1s: 9, Samples with 1s: ['ERR4034394', 'ERR4034815', 'ERR4035421', 'ERR4035431', 'ERR4035454', 'ERR4035669', 'ERR4035976', 'ERR4036654', 'ERR4037391']
Gene: group_15122, Count of 1s: 9, Samples with 1s: ['ERR4034394', 'ERR4034462', 'ERR4034786', 'ERR4034814', 'ERR4035328', 'ERR4035454', 'ERR4036380', 'ERR4036879', 'ERR4036947']
Gene: group_15145, Count of 1s: 9, Samples with 1s: ['ERR4034467', 'ERR4034506', 'ERR4034563', 'ERR4035955', 'ERR4036045', 'ERR4036144', 'ERR4036163', 'ERR4036380', 'ERR4036900']
Gene: group_15183, Count of 1s: 9, Samples with 1s: ['ERR4034667', 'ERR4035051', 'ERR4035135', 'ERR4035406', 'ERR4035408', 'ERR4036154', 'ERR4036745', 'ERR4036794', 'ERR4036900']
Gene: group_15437, Count of 1s: 9, Samples with 1s: ['ERR4034538', 'ERR4034691', 'ERR4034714', 'ERR4035208', 'ERR4035408', 'ERR4035564', 'ERR4036900', 'ERR4037260', 'ERR4037442']
Gene: group_15456, Count of 1s: 9, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4034667', 'ERR4035320', 'ERR4035692', 'ERR4035939', 'ERR4036045', 'ERR4036163', 'ERR4036391']
Gene: group_15530, Count of 1s: 9, Samples with 1s: ['ERR4034659', 'ERR4034743', 'ERR4034854', 'ERR4035406', 'ERR4035590', 'ERR4036037', 'ERR4036131', 'ERR4036423', 'ERR4036745']
Gene: group_15541, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034699', 'ERR4035808', 'ERR4035900', 'ERR4035970', 'ERR4036483', 'ERR4036499', 'ERR4037150', 'ERR4037448']
Gene: group_15723, Count of 1s: 9, Samples with 1s: ['ERR4036144', 'ERR4036673', 'ERR4036764', 'ERR4036856', 'ERR4036947', 'ERR4036985', 'ERR4037116', 'ERR4037329', 'ERR4037396']
Gene: group_1573, Count of 1s: 9, Samples with 1s: ['ERR4034303', 'ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4035765', 'ERR4036380', 'ERR4036483', 'ERR4036501']
Gene: group_1582, Count of 1s: 9, Samples with 1s: ['ERR4034659', 'ERR4035135', 'ERR4035692', 'ERR4035976', 'ERR4036140', 'ERR4036154', 'ERR4036383', 'ERR4036956', 'ERR4037260']
Gene: group_15882, Count of 1s: 9, Samples with 1s: ['ERR4034629', 'ERR4034815', 'ERR4034915', 'ERR4035421', 'ERR4035431', 'ERR4035454', 'ERR4035669', 'ERR4036654', 'ERR4037391']
Gene: group_15909, Count of 1s: 9, Samples with 1s: ['ERR4034064', 'ERR4034091', 'ERR4034506', 'ERR4034629', 'ERR4034915', 'ERR4036288', 'ERR4037146', 'ERR4037300', 'ERR4037362']
Gene: group_15940, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: group_15960, Count of 1s: 9, Samples with 1s: ['ERR4034530', 'ERR4034955', 'ERR4035520', 'ERR4036391', 'ERR4036424', 'ERR4036777', 'ERR4036921', 'ERR4037046', 'ERR4037218']
Gene: group_16018, Count of 1s: 9, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035318', 'ERR4035328', 'ERR4035765', 'ERR4036182', 'ERR4036380', 'ERR4036501']
Gene: group_16082, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: group_16104, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034699', 'ERR4035683', 'ERR4035808', 'ERR4035900', 'ERR4035970', 'ERR4036483', 'ERR4036499', 'ERR4037150']
Gene: group_16154, Count of 1s: 9, Samples with 1s: ['ERR4034303', 'ERR4034506', 'ERR4034672', 'ERR4034854', 'ERR4035152', 'ERR4035318', 'ERR4036199', 'ERR4037259', 'ERR4037382']
Gene: group_16220, Count of 1s: 9, Samples with 1s: ['ERR4034231', 'ERR4034301', 'ERR4035135', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393', 'ERR4037404']
Gene: group_16224, Count of 1s: 9, Samples with 1s: ['ERR4034884', 'ERR4034979', 'ERR4035236', 'ERR4035690', 'ERR4036199', 'ERR4036769', 'ERR4037218', 'ERR4037259', 'ERR4037392']
Gene: group_16275, Count of 1s: 9, Samples with 1s: ['ERR4034462', 'ERR4034506', 'ERR4034672', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4037404', 'ERR4037448']
Gene: group_16286, Count of 1s: 9, Samples with 1s: ['ERR4034506', 'ERR4034884', 'ERR4034979', 'ERR4035683', 'ERR4036811', 'ERR4037405', 'ERR4037406', 'ERR4037423', 'ERR4037448']
Gene: intS_4, Count of 1s: 9, Samples with 1s: ['ERR4034064', 'ERR4034091', 'ERR4034506', 'ERR4034629', 'ERR4034915', 'ERR4036288', 'ERR4037146', 'ERR4037300', 'ERR4037362']
Gene: group_16361, Count of 1s: 9, Samples with 1s: ['ERR4034254', 'ERR4034313', 'ERR4035919', 'ERR4036397', 'ERR4036955', 'ERR4037405', 'ERR4037406', 'ERR4037423', 'ERR4037448']
Gene: group_1639, Count of 1s: 9, Samples with 1s: ['ERR4034793', 'ERR4035236', 'ERR4035561', 'ERR4035690', 'ERR4036154', 'ERR4036930', 'ERR4037107', 'ERR4037202', 'ERR4037392']
Gene: group_16485, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: group_1650, Count of 1s: 9, Samples with 1s: ['ERR4034313', 'ERR4034506', 'ERR4034672', 'ERR4035377', 'ERR4035969', 'ERR4036397', 'ERR4036955', 'ERR4037405', 'ERR4037448']
Gene: group_16532, Count of 1s: 9, Samples with 1s: ['ERR4034231', 'ERR4034367', 'ERR4034762', 'ERR4035692', 'ERR4036348', 'ERR4036391', 'ERR4036413', 'ERR4037099', 'ERR4037378']
Gene: group_16627, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034691', 'ERR4034762', 'ERR4034827', 'ERR4035408', 'ERR4036280', 'ERR4036900', 'ERR4037378', 'ERR4037442']
Gene: group_16719, Count of 1s: 9, Samples with 1s: ['ERR4034691', 'ERR4035320', 'ERR4035408', 'ERR4035692', 'ERR4035712', 'ERR4035939', 'ERR4036045', 'ERR4036614', 'ERR4037442']
Gene: group_16766, Count of 1s: 9, Samples with 1s: ['ERR4034691', 'ERR4035051', 'ERR4035135', 'ERR4035406', 'ERR4035408', 'ERR4036154', 'ERR4036745', 'ERR4036794', 'ERR4036900']
Gene: group_16777, Count of 1s: 9, Samples with 1s: ['ERR4034254', 'ERR4034313', 'ERR4034506', 'ERR4034670', 'ERR4034793', 'ERR4035683', 'ERR4036397', 'ERR4036614', 'ERR4036769']
Gene: group_16844, Count of 1s: 9, Samples with 1s: ['ERR4034254', 'ERR4034827', 'ERR4035268', 'ERR4035431', 'ERR4035712', 'ERR4035919', 'ERR4036483', 'ERR4036955', 'ERR4037382']
Gene: group_16858, Count of 1s: 9, Samples with 1s: ['ERR4034254', 'ERR4034825', 'ERR4035431', 'ERR4035520', 'ERR4035712', 'ERR4036171', 'ERR4036280', 'ERR4036483', 'ERR4036936']
Gene: group_16944, Count of 1s: 9, Samples with 1s: ['ERR4034670', 'ERR4035408', 'ERR4035826', 'ERR4036391', 'ERR4036794', 'ERR4037260', 'ERR4037329', 'ERR4037378', 'ERR4037442']
Gene: pir, Count of 1s: 9, Samples with 1s: ['ERR4034111', 'ERR4035431', 'ERR4035969', 'ERR4036140', 'ERR4036383', 'ERR4036391', 'ERR4036535', 'ERR4036745', 'ERR4037392']
Gene: group_1705, Count of 1s: 9, Samples with 1s: ['ERR4034162', 'ERR4034506', 'ERR4034519', 'ERR4034659', 'ERR4035320', 'ERR4035765', 'ERR4035970', 'ERR4036483', 'ERR4037151']
Gene: group_17119, Count of 1s: 9, Samples with 1s: ['ERR4034234', 'ERR4034254', 'ERR4034506', 'ERR4034672', 'ERR4035683', 'ERR4035817', 'ERR4036245', 'ERR4036811', 'ERR4036936']
Gene: group_17181, Count of 1s: 9, Samples with 1s: ['ERR4035320', 'ERR4035408', 'ERR4036280', 'ERR4036614', 'ERR4036664', 'ERR4036794', 'ERR4036921', 'ERR4037378', 'ERR4037442']
Gene: group_17243, Count of 1s: 9, Samples with 1s: ['ERR4036483', 'ERR4036499', 'ERR4036664', 'ERR4036879', 'ERR4036894', 'ERR4036930', 'ERR4037009', 'ERR4037222', 'ERR4037435']
Gene: group_17262, Count of 1s: 9, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4035408', 'ERR4035712', 'ERR4035939', 'ERR4036045', 'ERR4036163', 'ERR4036280', 'ERR4037442']
Gene: group_17323, Count of 1s: 9, Samples with 1s: ['ERR4034303', 'ERR4034884', 'ERR4034979', 'ERR4035268', 'ERR4035765', 'ERR4035826', 'ERR4036171', 'ERR4036199', 'ERR4036769']
Gene: group_17345, Count of 1s: 9, Samples with 1s: ['ERR4034313', 'ERR4035683', 'ERR4035817', 'ERR4036245', 'ERR4036811', 'ERR4036955', 'ERR4037218', 'ERR4037259', 'ERR4037423']
Gene: group_17407, Count of 1s: 9, Samples with 1s: ['ERR4034691', 'ERR4035051', 'ERR4035135', 'ERR4035406', 'ERR4035408', 'ERR4036154', 'ERR4036745', 'ERR4036794', 'ERR4036900']
Gene: group_17453, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: group_1753, Count of 1s: 9, Samples with 1s: ['ERR4034659', 'ERR4035135', 'ERR4035692', 'ERR4035976', 'ERR4036140', 'ERR4036154', 'ERR4036383', 'ERR4036956', 'ERR4037260']
Gene: group_17541, Count of 1s: 9, Samples with 1s: ['ERR4034519', 'ERR4034687', 'ERR4035229', 'ERR4035640', 'ERR4036107', 'ERR4036499', 'ERR4036879', 'ERR4036894', 'ERR4037222']
Gene: group_17619, Count of 1s: 9, Samples with 1s: ['ERR4036169', 'ERR4036175', 'ERR4036186', 'ERR4036204', 'ERR4036333', 'ERR4036489', 'ERR4037007', 'ERR4037151', 'ERR4037450']
Gene: group_17771, Count of 1s: 9, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4034313', 'ERR4035568', 'ERR4036038', 'ERR4036397', 'ERR4036936', 'ERR4037406', 'ERR4037448']
Gene: group_17778, Count of 1s: 9, Samples with 1s: ['ERR4034211', 'ERR4034691', 'ERR4035408', 'ERR4035568', 'ERR4035692', 'ERR4036038', 'ERR4036900', 'ERR4037009', 'ERR4037442']
Gene: group_17807, Count of 1s: 9, Samples with 1s: ['ERR4034601', 'ERR4034864', 'ERR4035159', 'ERR4035236', 'ERR4035454', 'ERR4035827', 'ERR4036764', 'ERR4037260', 'ERR4037393']
Gene: group_17890, Count of 1s: 9, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4034667', 'ERR4035320', 'ERR4035692', 'ERR4035939', 'ERR4036045', 'ERR4036163', 'ERR4036391']
Gene: traM_2, Count of 1s: 9, Samples with 1s: ['ERR4034475', 'ERR4034825', 'ERR4034827', 'ERR4034854', 'ERR4035238', 'ERR4035568', 'ERR4035919', 'ERR4036936', 'ERR4037202']
Gene: emrA_1, Count of 1s: 9, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4034667', 'ERR4035320', 'ERR4035692', 'ERR4035939', 'ERR4036045', 'ERR4036163', 'ERR4036391']
Gene: group_17979, Count of 1s: 9, Samples with 1s: ['ERR4035268', 'ERR4035640', 'ERR4035970', 'ERR4036107', 'ERR4036499', 'ERR4036879', 'ERR4036894', 'ERR4037222', 'ERR4037442']
Gene: group_1803, Count of 1s: 9, Samples with 1s: ['ERR4034234', 'ERR4034530', 'ERR4034714', 'ERR4034815', 'ERR4034870', 'ERR4035568', 'ERR4036288', 'ERR4036424', 'ERR4037046']
Gene: group_18095, Count of 1s: 9, Samples with 1s: ['ERR4034530', 'ERR4034598', 'ERR4034687', 'ERR4034714', 'ERR4035208', 'ERR4035564', 'ERR4036144', 'ERR4036771', 'ERR4036921']
Gene: group_1812, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: group_18130, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: group_18133, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034691', 'ERR4034815', 'ERR4035561', 'ERR4036131', 'ERR4036348', 'ERR4036745', 'ERR4037150', 'ERR4037393']
Gene: group_18202, Count of 1s: 9, Samples with 1s: ['ERR4034111', 'ERR4034942', 'ERR4035431', 'ERR4036140', 'ERR4036169', 'ERR4036383', 'ERR4036391', 'ERR4036745', 'ERR4037482']
Gene: group_18221, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034670', 'ERR4034814', 'ERR4036288', 'ERR4036794', 'ERR4036876', 'ERR4037300', 'ERR4037362', 'ERR4037482']
Gene: group_18247, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: group_18285, Count of 1s: 9, Samples with 1s: ['ERR4034231', 'ERR4034301', 'ERR4035135', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393', 'ERR4037404']
Gene: group_18336, Count of 1s: 9, Samples with 1s: ['ERR4034659', 'ERR4035229', 'ERR4035274', 'ERR4035377', 'ERR4035640', 'ERR4036107', 'ERR4036397', 'ERR4037046', 'ERR4037396']
Gene: group_18419, Count of 1s: 9, Samples with 1s: ['ERR4034530', 'ERR4035238', 'ERR4035564', 'ERR4035919', 'ERR4036178', 'ERR4036333', 'ERR4036769', 'ERR4037405', 'ERR4037448']
Gene: group_18444, Count of 1s: 9, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4034964', 'ERR4035152', 'ERR4035377', 'ERR4035568', 'ERR4036038', 'ERR4036182', 'ERR4036936']
Gene: group_1845, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: group_18479, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034699', 'ERR4035808', 'ERR4035900', 'ERR4035970', 'ERR4036483', 'ERR4036499', 'ERR4037150', 'ERR4037448']
Gene: group_18589, Count of 1s: 9, Samples with 1s: ['ERR4034601', 'ERR4035159', 'ERR4035236', 'ERR4035268', 'ERR4035827', 'ERR4036764', 'ERR4036769', 'ERR4036777', 'ERR4037382']
Gene: group_18615, Count of 1s: 9, Samples with 1s: ['ERR4036985', 'ERR4037046', 'ERR4037107', 'ERR4037116', 'ERR4037146', 'ERR4037202', 'ERR4037260', 'ERR4037392', 'ERR4037396']
Gene: group_18635, Count of 1s: 9, Samples with 1s: ['ERR4035976', 'ERR4036199', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036654', 'ERR4036769', 'ERR4036956', 'ERR4037391']
Gene: group_1864, Count of 1s: 9, Samples with 1s: ['ERR4034667', 'ERR4034687', 'ERR4035229', 'ERR4035564', 'ERR4036107', 'ERR4036794', 'ERR4036879', 'ERR4036894', 'ERR4037007']
Gene: group_18668, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034699', 'ERR4035808', 'ERR4035900', 'ERR4035970', 'ERR4036483', 'ERR4036499', 'ERR4037150', 'ERR4037448']
Gene: group_18678, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034530', 'ERR4034538', 'ERR4034714', 'ERR4034786', 'ERR4035208', 'ERR4035564', 'ERR4036424', 'ERR4037482']
Gene: group_18679, Count of 1s: 9, Samples with 1s: ['ERR4034303', 'ERR4035318', 'ERR4035969', 'ERR4036182', 'ERR4036280', 'ERR4036483', 'ERR4036777', 'ERR4037406', 'ERR4037423']
Gene: group_18709, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034691', 'ERR4034762', 'ERR4035408', 'ERR4035765', 'ERR4036501', 'ERR4036900', 'ERR4037378', 'ERR4037442']
Gene: group_18721, Count of 1s: 9, Samples with 1s: ['ERR4034475', 'ERR4035238', 'ERR4035318', 'ERR4035431', 'ERR4036178', 'ERR4036245', 'ERR4036280', 'ERR4036483', 'ERR4037423']
Gene: group_18816, Count of 1s: 9, Samples with 1s: ['ERR4034231', 'ERR4034301', 'ERR4035135', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393', 'ERR4037404']
Gene: group_18917, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: group_1893, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034699', 'ERR4035808', 'ERR4035900', 'ERR4035970', 'ERR4036483', 'ERR4036499', 'ERR4037150', 'ERR4037448']
Gene: group_18934, Count of 1s: 9, Samples with 1s: ['ERR4035236', 'ERR4035561', 'ERR4035690', 'ERR4035900', 'ERR4036154', 'ERR4036894', 'ERR4036930', 'ERR4037202', 'ERR4037392']
Gene: group_18939, Count of 1s: 9, Samples with 1s: ['ERR4034530', 'ERR4034598', 'ERR4034687', 'ERR4034714', 'ERR4035208', 'ERR4035564', 'ERR4036144', 'ERR4036771', 'ERR4036921']
Gene: group_19063, Count of 1s: 9, Samples with 1s: ['ERR4034884', 'ERR4034964', 'ERR4034979', 'ERR4035328', 'ERR4035377', 'ERR4036199', 'ERR4036380', 'ERR4036501', 'ERR4036769']
Gene: group_1916, Count of 1s: 9, Samples with 1s: ['ERR4034394', 'ERR4034815', 'ERR4035421', 'ERR4035454', 'ERR4035669', 'ERR4036348', 'ERR4036413', 'ERR4036654', 'ERR4037391']
Gene: group_19162, Count of 1s: 9, Samples with 1s: ['ERR4034394', 'ERR4034667', 'ERR4034815', 'ERR4035421', 'ERR4035431', 'ERR4035454', 'ERR4035669', 'ERR4036654', 'ERR4037391']
Gene: group_19219, Count of 1s: 9, Samples with 1s: ['ERR4034506', 'ERR4034825', 'ERR4035590', 'ERR4035808', 'ERR4036423', 'ERR4036930', 'ERR4037009', 'ERR4037382', 'ERR4037448']
Gene: group_19298, Count of 1s: 9, Samples with 1s: ['ERR4034827', 'ERR4035027', 'ERR4035051', 'ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956', 'ERR4037482']
Gene: group_19340, Count of 1s: 9, Samples with 1s: ['ERR4034467', 'ERR4034506', 'ERR4034563', 'ERR4034629', 'ERR4034870', 'ERR4035900', 'ERR4036163', 'ERR4036175', 'ERR4036499']
Gene: group_19352, Count of 1s: 9, Samples with 1s: ['ERR4034162', 'ERR4034376', 'ERR4034538', 'ERR4034670', 'ERR4034814', 'ERR4035952', 'ERR4036140', 'ERR4036900', 'ERR4037260']
Gene: group_19480, Count of 1s: 9, Samples with 1s: ['ERR4034162', 'ERR4034670', 'ERR4034884', 'ERR4034979', 'ERR4035683', 'ERR4036171', 'ERR4036199', 'ERR4036771', 'ERR4037046']
Gene: group_19482, Count of 1s: 9, Samples with 1s: ['ERR4035919', 'ERR4035970', 'ERR4036175', 'ERR4036930', 'ERR4037099', 'ERR4037218', 'ERR4037259', 'ERR4037260', 'ERR4037423']
Gene: group_19554, Count of 1s: 9, Samples with 1s: ['ERR4034064', 'ERR4034091', 'ERR4034714', 'ERR4035159', 'ERR4035208', 'ERR4036483', 'ERR4037146', 'ERR4037300', 'ERR4037362']
Gene: group_19723, Count of 1s: 9, Samples with 1s: ['ERR4034154', 'ERR4034467', 'ERR4034699', 'ERR4035283', 'ERR4035808', 'ERR4036163', 'ERR4036501', 'ERR4036535', 'ERR4037222']
Gene: group_19812, Count of 1s: 9, Samples with 1s: ['ERR4034111', 'ERR4034254', 'ERR4034942', 'ERR4035431', 'ERR4036280', 'ERR4036391', 'ERR4036483', 'ERR4036777', 'ERR4037099']
Gene: group_19816, Count of 1s: 9, Samples with 1s: ['ERR4034714', 'ERR4034827', 'ERR4034864', 'ERR4035208', 'ERR4035238', 'ERR4035328', 'ERR4035564', 'ERR4036178', 'ERR4036245']
Gene: group_19824, Count of 1s: 9, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035268', 'ERR4035328', 'ERR4036171', 'ERR4036380', 'ERR4036483', 'ERR4036499']
Gene: group_20044, Count of 1s: 9, Samples with 1s: ['ERR4034231', 'ERR4034301', 'ERR4035135', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393', 'ERR4037404']
Gene: group_20048, Count of 1s: 9, Samples with 1s: ['ERR4034814', 'ERR4035900', 'ERR4035939', 'ERR4035952', 'ERR4036045', 'ERR4036140', 'ERR4036144', 'ERR4036501', 'ERR4037009']
Gene: group_20118, Count of 1s: 9, Samples with 1s: ['ERR4034394', 'ERR4034762', 'ERR4034815', 'ERR4035408', 'ERR4035421', 'ERR4035454', 'ERR4035669', 'ERR4037391', 'ERR4037442']
Gene: group_20120, Count of 1s: 9, Samples with 1s: ['ERR4034231', 'ERR4034301', 'ERR4035135', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393', 'ERR4037404']
Gene: group_20163, Count of 1s: 9, Samples with 1s: ['ERR4034538', 'ERR4035236', 'ERR4035561', 'ERR4035690', 'ERR4035900', 'ERR4036154', 'ERR4037150', 'ERR4037202', 'ERR4037392']
Gene: galE_3, Count of 1s: 9, Samples with 1s: ['ERR4034394', 'ERR4034815', 'ERR4035421', 'ERR4035454', 'ERR4035669', 'ERR4036169', 'ERR4036280', 'ERR4036654', 'ERR4037391']
Gene: group_20240, Count of 1s: 9, Samples with 1s: ['ERR4034376', 'ERR4034563', 'ERR4034629', 'ERR4034825', 'ERR4036045', 'ERR4036380', 'ERR4037260', 'ERR4037423', 'ERR4037450']
Gene: levE_2, Count of 1s: 9, Samples with 1s: ['ERR4034462', 'ERR4034506', 'ERR4034672', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4037404', 'ERR4037448']
Gene: group_20348, Count of 1s: 9, Samples with 1s: ['ERR4034231', 'ERR4034301', 'ERR4035135', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393', 'ERR4037404']
Gene: dgaE, Count of 1s: 9, Samples with 1s: ['ERR4034462', 'ERR4034506', 'ERR4034672', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4037404', 'ERR4037448']
Gene: group_20385, Count of 1s: 9, Samples with 1s: ['ERR4034218', 'ERR4035152', 'ERR4035568', 'ERR4035817', 'ERR4035919', 'ERR4036038', 'ERR4036499', 'ERR4036811', 'ERR4036936']
Gene: group_20423, Count of 1s: 9, Samples with 1s: ['ERR4034629', 'ERR4034915', 'ERR4035236', 'ERR4035561', 'ERR4035690', 'ERR4036154', 'ERR4036535', 'ERR4037202', 'ERR4037392']
Gene: group_20450, Count of 1s: 9, Samples with 1s: ['ERR4034506', 'ERR4035771', 'ERR4035900', 'ERR4035955', 'ERR4036045', 'ERR4036144', 'ERR4036856', 'ERR4036900', 'ERR4037009']
Gene: group_2049, Count of 1s: 9, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4034667', 'ERR4035320', 'ERR4035692', 'ERR4035939', 'ERR4036045', 'ERR4036163', 'ERR4036391']
Gene: group_20505, Count of 1s: 9, Samples with 1s: ['ERR4034367', 'ERR4034691', 'ERR4034762', 'ERR4034827', 'ERR4035408', 'ERR4036280', 'ERR4036900', 'ERR4037378', 'ERR4037442']
Gene: group_2053, Count of 1s: 9, Samples with 1s: ['ERR4034303', 'ERR4035027', 'ERR4035051', 'ERR4035268', 'ERR4035826', 'ERR4035970', 'ERR4036171', 'ERR4036930', 'ERR4037482']
Gene: group_20536, Count of 1s: 9, Samples with 1s: ['ERR4034162', 'ERR4034667', 'ERR4035320', 'ERR4035421', 'ERR4035520', 'ERR4035817', 'ERR4036383', 'ERR4036745', 'ERR4036769']
Gene: group_20594, Count of 1s: 9, Samples with 1s: ['ERR4034231', 'ERR4034301', 'ERR4035135', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393', 'ERR4037404']
Gene: group_20642, Count of 1s: 9, Samples with 1s: ['ERR4034601', 'ERR4034814', 'ERR4035159', 'ERR4035236', 'ERR4035827', 'ERR4036380', 'ERR4036764', 'ERR4037260', 'ERR4037393']
Gene: group_2065, Count of 1s: 9, Samples with 1s: ['ERR4034234', 'ERR4034313', 'ERR4035683', 'ERR4036245', 'ERR4036397', 'ERR4036811', 'ERR4037218', 'ERR4037259', 'ERR4037423']
Gene: group_20729, Count of 1s: 9, Samples with 1s: ['ERR4035318', 'ERR4035919', 'ERR4035969', 'ERR4036182', 'ERR4036397', 'ERR4036811', 'ERR4036955', 'ERR4037382', 'ERR4037405']
Gene: group_20734, Count of 1s: 9, Samples with 1s: ['ERR4034231', 'ERR4034301', 'ERR4035135', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393', 'ERR4037404']
Gene: group_20796, Count of 1s: 9, Samples with 1s: ['ERR4034629', 'ERR4034793', 'ERR4034915', 'ERR4035939', 'ERR4036045', 'ERR4036501', 'ERR4037046', 'ERR4037107', 'ERR4037396']
